,42-MG-BA,A172,AM-38,CCF-STTG1,LN-229,T98G,U-87-MG,YKG-1
"(0, 0)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 1)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 2)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 3)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 4)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(0, 5)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(0, 6)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 7)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 8)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 9)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 10)",0.10590858416945373,0.10590858416945373,1.0,0.10590858416945373,1.0,0.10590858416945373,0.10590858416945373,0.10590858416945373
"(0, 11)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 12)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 13)",1.0,1.0,0.5777777777777777,1.0,0.5777777777777777,1.0,1.0,1.0
"(0, 14)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 15)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 16)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 17)",0.10590858416945373,0.10590858416945373,1.0,0.10590858416945373,1.0,0.10590858416945373,0.10590858416945373,0.10590858416945373
"(0, 18)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 19)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 20)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 21)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 22)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 23)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 24)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 25)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 26)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 27)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 28)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 29)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(0, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(0, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 1)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 2)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 3)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 4)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(1, 5)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7307692307692308,1.7142857142857142
"(1, 6)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 7)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 8)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 9)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 10)",0.10590858416945373,0.10590858416945373,1.0,0.10590858416945373,1.0,0.10590858416945373,0.10590858416945373,0.10590858416945373
"(1, 11)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 12)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 13)",1.0,1.0,0.5777777777777777,1.0,0.5777777777777777,1.0,1.0,1.0
"(1, 14)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 15)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 16)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 17)",0.10590858416945373,0.10590858416945373,1.0,0.10590858416945373,1.0,0.10590858416945373,0.10590858416945373,0.10590858416945373
"(1, 18)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 19)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 20)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 21)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 22)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 23)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 24)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 25)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 26)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 27)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 28)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 29)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(1, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(1, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 2)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 3)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 4)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(2, 5)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(2, 6)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 7)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 8)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 9)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 10)",0.10590858416945373,0.10590858416945373,1.0,0.10590858416945373,1.0,0.10590858416945373,0.10590858416945373,0.10590858416945373
"(2, 11)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 12)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 13)",1.0,1.0,0.5777777777777777,1.0,0.5777777777777777,1.0,1.0,1.0
"(2, 14)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 15)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 16)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 17)",0.10590858416945373,0.10590858416945373,1.0,0.10590858416945373,1.0,0.10590858416945373,0.10590858416945373,0.10590858416945373
"(2, 18)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 19)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 20)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 21)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 22)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 23)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 24)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 25)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 26)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 27)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 28)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 29)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(2, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(2, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 3)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 4)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(3, 5)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(3, 6)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 7)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 8)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 9)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 10)",0.10590858416945373,0.10590858416945373,1.0,0.10590858416945373,1.0,0.10590858416945373,0.10590858416945373,0.10590858416945373
"(3, 11)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 12)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 13)",1.0,1.0,0.5777777777777777,1.0,0.5777777777777777,1.0,1.0,1.0
"(3, 14)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 15)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 16)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 17)",0.10590858416945373,0.10590858416945373,1.0,0.10590858416945373,1.0,0.10590858416945373,0.10590858416945373,0.10590858416945373
"(3, 18)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 19)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 20)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 21)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 22)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 23)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 24)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 25)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 26)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 27)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 28)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 29)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 30)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 31)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 32)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 33)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 34)",1.416083916083916,1.7307692307692308,1.0,1.416083916083916,1.0,1.7307692307692308,1.416083916083916,1.416083916083916
"(3, 35)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(3, 36)",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
"(4, 4)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 5)",1.087912087912088,1.0384615384615385,1.0,1.087912087912088,1.0,1.0384615384615385,1.087912087912088,1.087912087912088
"(4, 6)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 7)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 8)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 9)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 10)",0.12333272428284306,0.12333272428284306,1.0,0.12333272428284306,1.0,0.12333272428284306,0.12333272428284306,0.12333272428284306
"(4, 11)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 12)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 13)",1.0291060291060292,1.0291060291060292,0.5945945945945946,1.0291060291060292,0.5945945945945946,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 14)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 15)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 16)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 17)",0.12333272428284306,0.12333272428284306,1.0,0.12333272428284306,1.0,0.12333272428284306,0.12333272428284306,0.12333272428284306
"(4, 18)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 19)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 20)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 21)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 22)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 23)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 24)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 25)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 26)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 27)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 28)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 29)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 30)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 31)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 32)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 33)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 34)",1.5384615384615383,1.7307692307692308,1.0,1.5384615384615383,1.0,1.7307692307692308,1.5384615384615383,1.5384615384615383
"(4, 35)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(4, 36)",1.0291060291060292,1.0291060291060292,1.0,1.0291060291060292,1.0,1.0291060291060292,1.0291060291060292,1.0291060291060292
"(5, 5)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 6)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7307692307692308,1.7142857142857142
"(5, 7)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 8)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 9)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 10)",2.5054945054945055,1.0384615384615385,1.0,2.5054945054945055,1.0,1.0384615384615385,2.5054945054945055,2.5054945054945055
"(5, 11)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 12)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 13)",1.0,1.0,0.5777777777777777,1.0,0.5777777777777777,1.0,1.0,1.0
"(5, 14)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 15)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 16)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 17)",2.5054945054945055,1.0384615384615385,1.0,2.5054945054945055,1.0,1.0384615384615385,2.5054945054945055,2.5054945054945055
"(5, 18)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 19)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 20)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 21)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 22)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 23)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 24)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 25)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 26)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 27)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 28)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
"(5, 29)",1.7142857142857142,1.0384615384615385,1.0,1.7142857142857142,1.0,1.0384615384615385,1.7142857142857142,1.7142857142857142
