,Unnamed: 0,fault,proApoptosis,antiApoptosis,proArrest,antiArrest,proAngiogenesis,antiAngiogenesis,ConvexSum,ApopRatio,ArrestRatio,AngioRatio
0,DRD2,"(['DRD2'], [True])",0.5,0.5,1.0,0.5,0.7142857142857143,0.5,1.2999999999999998,1.0,2.0,0.7
1,HTR3A,"(['HTR3A'], [True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
49,Ras,"(['Ras'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
35,AC,"(['AC'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
36,cAMP,"(['cAMP'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
37,PKA,"(['PKA'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
38,ROCK,"(['ROCK'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
39,Gq,"(['Gq'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
40,PLCb,"(['PLCb'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
41,PLCg,"(['PLCg'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
42,IP3R,"(['IP3R'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
43,DAG,"(['DAG'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
44,PKC,"(['PKC'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
45,JAK,"(['JAK'], [False])",0.5,0.5,1.0,0.5,0.5,0.5,1.2999999999999998,1.0,2.0,1.0
46,Shc,"(['Shc'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
47,Grb2,"(['Grb2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
48,Sos,"(['Sos'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
50,Raf,"(['Raf'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
69,Rheb,"(['Rheb'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
51,MEK,"(['MEK'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
52,ERK,"(['ERK'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
53,ESR1,"(['ESR1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
54,SRC,"(['SRC'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
55,PTEN,"(['PTEN'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
56,PI3K,"(['PI3K'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
57,PIP3,"(['PIP3'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
58,PDK1,"(['PDK1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
59,AKT,"(['AKT'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
62,RIP1,"(['RIP1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
63,IKK,"(['IKK'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
65,LKB1,"(['LKB1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
66,AMPK,"(['AMPK'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
1,HTR3A,"(['HTR3A'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
34,Gi,"(['Gi'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
33,Gs,"(['Gs'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
32,AR,"(['AR'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
31,BTK,"(['BTK'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
2,HTR4,"(['HTR4'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
3,ACHE,"(['ACHE'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
4,GABRA1,"(['GABRA1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
5,EDNRA,"(['EDNRA'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
6,ADRB1,"(['ADRB1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
7,ADRB2,"(['ADRB2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
8,FKBP1A,"(['FKBP1A'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
9,CA,"(['CA'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
10,THBD,"(['THBD'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
11,GP1BA,"(['GP1BA'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
12,HDAC,"(['HDAC'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
13,Frizzled,"(['Frizzled'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
14,DV1,"(['DV1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
15,GSK3b,"(['GSK3b'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
16,bCatenin,"(['bCatenin'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
17,Notch,"(['Notch'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
18,KDR,"(['KDR'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
19,FLT1,"(['FLT1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
20,FLT3,"(['FLT3'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
21,FLT4,"(['FLT4'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
22,RET,"(['RET'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
23,FGF2,"(['FGF2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
24,EGFR,"(['EGFR'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
25,PDGFR,"(['PDGFR'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
26,KIT,"(['KIT'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
27,ERBB2,"(['ERBB2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
28,IGF1R,"(['IGF1R'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
29,ALK,"(['ALK'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
30,Syk,"(['Syk'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
68,TSC,"(['TSC'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
67,RSK2,"(['RSK2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
70,mTORc1,"(['mTORc1'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
117,TERT,"(['TERT'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
100,GliA,"(['GliA'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
71,S6K,"(['S6K'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
106,p14ARF,"(['p14ARF'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
107,MDM2,"(['MDM2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
108,p53,"(['p53'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
109,PCNA,"(['PCNA'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
110,CDC25,"(['CDC25'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
111,p21,"(['p21'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
112,MMP1,"(['MMP1'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
113,MMP2,"(['MMP2'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
114,PAI,"(['PAI'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.0,1.2999999999999998,1.0,2.0,0.0
115,PARP1,"(['PARP1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
118,Rac,"(['Rac'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
98,p15,"(['p15'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
119,cPLA2,"(['cPLA2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
123,cFLIP,"(['cFLIP'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
124,FasL,"(['FasL'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
125,FADD,"(['FADD'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
129,puma,"(['puma'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
130,noxa,"(['noxa'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
132,Bad,"(['Bad'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
133,BCL2,"(['BCL2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
135,Bim,"(['Bim'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
136,Bak,"(['Bak'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
137,Bax,"(['Bax'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
138,NF1,"(['NF1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
99,GliR,"(['GliR'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
105,p16INK4a,"(['p16INK4a'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
97,FOXO,"(['FOXO'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
86,SMAD23,"(['SMAD23'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
72,mTORc2,"(['mTORc2'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
73,STAT3,"(['STAT3'], [False])",0.5,0.5,1.0,0.5,0.5,0.5,1.2999999999999998,1.0,2.0,1.0
74,VEGF,"(['VEGF'], [False])",0.5,0.5,1.0,0.5,0.5,0.5,1.2999999999999998,1.0,2.0,1.0
77,MGMT,"(['MGMT'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
78,IDH1,"(['IDH1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
79,HIF1a,"(['HIF1a'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.0,1.2999999999999998,1.0,2.0,0.0
80,iNOS,"(['iNOS'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
81,COX2,"(['COX2'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
96,CHOP,"(['CHOP'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
83,ELF2a,"(['ELF2a'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
84,IRE1a,"(['IRE1a'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
85,TGFbR,"(['TGFbR'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
82,PERK,"(['PERK'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
87,MEKK1,"(['MEKK1'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
91,PPARa,"(['PPARa'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
95,CREB,"(['CREB'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
94,cMyc,"(['cMyc'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
93,PIAS,"(['PIAS'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
92,PPARg,"(['PPARg'], [False])",0.5,0.5,1.0,0.5,0.5714285714285714,0.5,1.2999999999999998,1.0,2.0,0.875
138,NF1,"(['NF1'], [True])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
89,sGC,"(['sGC'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
90,PKG,"(['PKG'], [False])",0.5,0.5,1.0,0.5,0.6428571428571429,0.5,1.2999999999999998,1.0,2.0,0.7777777777777777
122,CASP12,"(['CASP12'], [False])",0.375,0.5,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
117,TERT,"(['TERT'], [True])",0.5,0.6666666666666666,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
116,Calpain,"(['Calpain'], [False])",0.375,0.5,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
133,BCL2,"(['BCL2'], [True])",0.5,0.6666666666666666,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
60,TNFR,"(['TNFR'], [False])",0.375,0.5,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
126,CASP8,"(['CASP8'], [False])",0.375,0.5,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
127,Bid,"(['Bid'], [False])",0.375,0.5,1.0,0.5,0.6428571428571429,0.5,1.125,0.75,2.0,0.7777777777777777
32,AR,"(['AR'], [True])",0.5,0.5,1.0,0.75,0.6428571428571429,0.5,1.1,1.0,1.3333333333333333,0.7777777777777777
104,CHK1,"(['CHK1'], [False])",0.5,0.5,0.5,0.5,0.6428571428571429,0.5,1.0,1.0,1.0,0.7777777777777777
103,ATM,"(['ATM'], [False])",0.5,0.5,0.5,0.5,0.6428571428571429,0.5,1.0,1.0,1.0,0.7777777777777777
123,cFLIP,"(['cFLIP'], [True])",0.375,0.6666666666666666,1.0,0.5,0.6428571428571429,0.5,0.99375,0.5625,2.0,0.7777777777777777
88,JNK,"(['JNK'], [False])",0.25,0.6666666666666666,1.0,0.5,0.6428571428571429,0.5,0.8624999999999999,0.375,2.0,0.7777777777777777
12,HDAC,"(['HDAC'], [True])",0.375,0.5,0.0,0.75,0.6428571428571429,0.5,0.5249999999999999,0.75,0.0,0.7777777777777777
76,OG,"(['OG'], [False])",0.375,0.5,0.0,0.5,0.6428571428571429,0.5,0.5249999999999999,0.75,0.0,0.7777777777777777
75,eNOS,"(['eNOS'], [False])",0.375,0.5,0.0,0.5,0.6428571428571429,0.5,0.5249999999999999,0.75,0.0,0.7777777777777777
77,MGMT,"(['MGMT'], [True])",0.375,0.5,0.0,0.5,0.6428571428571429,0.5,0.5249999999999999,0.75,0.0,0.7777777777777777
